n,p,M,trim,theta,count,survival,micro_cost,slack
512,2371073,4631,5,0.75,1820,0.393003670913,0.573248297928,0.027951702072
256,1328897,5191,5,0.75,2040,0.392987863610,0.573225240867,0.027974759133
1024,7845889,7662,5,0.75,3011,0.392978334638,0.573211341590,0.027988658410
256,1054721,4120,5,0.75,1619,0.392961165049,0.573186297452,0.028013702548
512,3581953,6996,5,0.75,2749,0.392938822184,0.573153707403,0.028046292597
512,1635329,3194,5,0.75,1255,0.392924232937,0.573132427039,0.028067572961
512,2546177,4973,5,0.75,1954,0.392921777599,0.573128845601,0.028071154399
256,1155841,4515,5,0.75,1774,0.392912513843,0.573115333176,0.028084666824
1024,5632001,5500,5,0.75,2161,0.392909090909,0.573110340371,0.028089659629
1024,2452481,2395,5,0.75,941,0.392901878914,0.573099820714,0.028100179286
512,3227137,6303,5,0.75,2476,0.392828811677,0.572993242398,0.028206757602
1024,3219457,3144,5,0.75,1235,0.392811704835,0.572968289786,0.028231710214
256,1343233,5247,5,0.75,2061,0.392795883362,0.572945212056,0.028254787944
256,525313,2052,5,0.75,806,0.392787524366,0.572933019346,0.028266980654
256,1493249,5833,5,0.75,2291,0.392765300874,0.572900603417,0.028299396583
512,2360833,4611,5,0.75,1811,0.392756451963,0.572887696099,0.028312303901
1024,2148353,2098,5,0.75,824,0.392755004766,0.572885585170,0.028314414830
512,2472961,4830,5,0.75,1897,0.392753623188,0.572883569954,0.028316430046
1024,7514113,7338,5,0.75,2882,0.392750068138,0.572878384439,0.028321615561
1024,4768769,4657,5,0.75,1829,0.392742108654,0.572866774469,0.028333225531
512,1732609,3384,5,0.75,1329,0.392730496454,0.572849836526,0.028350163474
1024,6223873,6078,5,0.75,2387,0.392727871010,0.572846006966,0.028353993034
512,4044289,7899,5,0.75,3102,0.392707937714,0.572816931593,0.028383068407
256,1365761,5335,5,0.75,2095,0.392689784442,0.572790452624,0.028409547376
512,1841153,3596,5,0.75,1412,0.392658509455,0.572744833881,0.028455166119
256,1582337,6181,5,0.75,2427,0.392654910209,0.572739583900,0.028460416100
1024,7124993,6958,5,0.75,2732,0.392641563668,0.572720116189,0.028479883811
1024,4869121,4755,5,0.75,1867,0.392639327024,0.572716853746,0.028483146254
256,1161217,4536,5,0.75,1781,0.392636684303,0.572712998985,0.028487001015
1024,6752257,6594,5,0.75,2589,0.392629663330,0.572702757959,0.028497242041
256,1243393,4857,5,0.75,1907,0.392629194976,0.572702074803,0.028497925197
512,1980929,3869,5,0.75,1519,0.392607909020,0.572671026395,0.028528973605
256,898561,3510,5,0.75,1378,0.392592592593,0.572648685341,0.028551314659
1024,7296001,7125,5,0.75,2797,0.392561403509,0.572603191901,0.028596808099
1024,4620289,4512,5,0.75,1771,0.392508865248,0.572526557837,0.028673442163
1024,7453697,7279,5,0.75,2857,0.392498969639,0.572512123770,0.028687876230
256,1969153,7692,5,0.75,3019,0.392485699428,0.572492767397,0.028707232603
256,1669121,6520,5,0.75,2559,0.392484662577,0.572491255011,0.028708744989
512,1359361,2655,5,0.75,1042,0.392467043315,0.572465554966,0.028734445034
256,964097,3766,5,0.75,1478,0.392458842273,0.572453592652,0.028746407348
256,1120001,4375,5,0.75,1717,0.392457142857,0.572451113827,0.028748886173
512,1423361,2780,5,0.75,1091,0.392446043165,0.572434923446,0.028765076554
512,3260417,6368,5,0.75,2499,0.392430904523,0.572412841715,0.028787158285
512,2022401,3950,5,0.75,1550,0.392405063291,0.572375148831,0.028824851169
1024,3721217,3634,5,0.75,1426,0.392405063291,0.572375148831,0.028824851169
256,1810433,7072,5,0.75,2775,0.392392533937,0.572356873095,0.028843126905
512,1638913,3201,5,0.75,1256,0.392377382068,0.572334772073,0.028865227927
256,927233,3622,5,0.75,1421,0.392324682496,0.572257902714,0.028942097286
256,997121,3895,5,0.75,1528,0.392297817715,0.572218716847,0.028981283153
512,4006913,7826,5,0.75,3070,0.392282136468,0.572195843656,0.029004156344
256,1472257,5751,5,0.75,2256,0.392279603547,0.572192149052,0.029007850948
256,928001,3625,5,0.75,1422,0.392275862069,0.572186691607,0.029013308393
256,786433,3072,5,0.75,1205,0.392252604167,0.572152766853,0.029047233147
512,1294849,2529,5,0.75,992,0.392249901147,0.572148824138,0.029051175862
512,1888769,3689,5,0.75,1447,0.392247221469,0.572144915470,0.029055084530
1024,4513793,4408,5,0.75,1729,0.392241379310,0.572136393902,0.029063606098
256,1394177,5446,5,0.75,2136,0.392214469335,0.572097142113,0.029102857887
256,1055489,4123,5,0.75,1617,0.392190152801,0.572061673203,0.029138326797
512,1873409,3659,5,0.75,1435,0.392183656737,0.572052197826,0.029147802174
256,1551617,6061,5,0.75,2377,0.392179508332,0.572046146824,0.029153853176
512,3898369,7614,5,0.75,2986,0.392172314158,0.572035653161,0.029164346839
256,646913,2527,5,0.75,991,0.392164622082,0.572024433241,0.029175566759
1024,5303297,5179,5,0.75,2031,0.392160648774,0.572018637642,0.029181362358
1024,3655681,3570,5,0.75,1400,0.392156862745,0.572013115213,0.029186884787
512,3456001,6750,5,0.75,2647,0.392148148148,0.572000403811,0.029199596189
256,1571329,6138,5,0.75,2407,0.392147279244,0.571999136398,0.029200863602
512,3885569,7589,5,0.75,2976,0.392146527869,0.571998040418,0.029201959582
1024,3650561,3565,5,0.75,1398,0.392145862553,0.571997069965,0.029202930035
512,2893313,5651,5,0.75,2216,0.392142983543,0.571992870545,0.029207129455
256,1282817,5011,5,0.75,1965,0.392137297945,0.571984577341,0.029215422659
1024,3877889,3787,5,0.75,1485,0.392130974386,0.571975353587,0.029224646413
512,2290177,4473,5,0.75,1754,0.392130561145,0.571974750819,0.029225249181
256,596737,2331,5,0.75,914,0.392106392106,0.571939497052,0.029260502948
512,3328513,6501,5,0.75,2549,0.392093524073,0.571920727308,0.029279272692
512,2652161,5180,5,0.75,2031,0.392084942085,0.571908209333,0.029291790667
512,3166721,6185,5,0.75,2425,0.392077607114,0.571897510299,0.029302489701
1024,4079617,3984,5,0.75,1562,0.392068273092,0.571883895383,0.029316104617
512,2810369,5489,5,0.75,2152,0.392056840955,0.571867220085,0.029332779915
256,1804801,7050,5,0.75,2764,0.392056737589,0.571867069312,0.029332930688
512,1302017,2543,5,0.75,997,0.392056626032,0.571866906592,0.029333093408
512,3749377,7323,5,0.75,2871,0.392052437526,0.571860797096,0.029339202904
1024,2907137,2839,5,0.75,1113,0.392039450511,0.571841853802,0.029358146198
256,796673,3112,5,0.75,1220,0.392030848329,0.571829306372,0.029370693628
256,1291009,5043,5,0.75,1977,0.392028554432,0.571825960417,0.029374039583
512,3926017,7668,5,0.75,3006,0.392018779343,0.571811702145,0.029388297855
512,1154561,2255,5,0.75,884,0.392017738359,0.571810183731,0.029389816269
1024,4205569,4107,5,0.75,1610,0.392013635257,0.571804198809,0.029395801191
1024,6789121,6630,5,0.75,2599,0.392006033183,0.571793110169,0.029406889831
512,1684993,3291,5,0.75,1290,0.391978122151,0.571752398206,0.029447601794
1024,5990401,5850,5,0.75,2293,0.391965811966,0.571734442157,0.029465557843
512,3731969,7289,5,0.75,2857,0.391960488407,0.571726677037,0.029473322963
1024,5501953,5373,5,0.75,2106,0.391959798995,0.571725671437,0.029474328563
256,1751041,6840,5,0.75,2681,0.391959064327,0.571724599826,0.029475400174
256,1598209,6243,5,0.75,2447,0.391958994073,0.571724497351,0.029475502649
256,532993,2082,5,0.75,816,0.391930835735,0.571683424657,0.029516575343
256,1707521,6670,5,0.75,2614,0.391904047976,0.571644351136,0.029555648864
512,3628033,7086,5,0.75,2777,0.391899520181,0.571637746742,0.029562253258
1024,2424833,2368,5,0.75,928,0.391891891892,0.571626619865,0.029573380135
512,3911681,7640,5,0.75,2994,0.391884816754,0.571616299832,0.029583700168
1024,6307841,6160,5,0.75,2414,0.391883116883,0.571613820344,0.029586179656
256,1904897,7441,5,0.75,2916,0.391882811450,0.571613374829,0.029586625171
256,2007553,7842,5,0.75,3073,0.391864320326,0.571586403058,0.029613596942
1024,6666241,6510,5,0.75,2551,0.391858678955,0.571578174365,0.029621825635
1024,7168001,7000,5,0.75,2743,0.391857142857,0.571575933761,0.029624066239
256,1823489,7123,5,0.75,2791,0.391829285413,0.571535299962,0.029664700038
256,1403393,5482,5,0.75,2148,0.391827800073,0.571533133395,0.029666866605
256,814081,3180,5,0.75,1246,0.391823899371,0.571527443701,0.029672556299
512,2165249,4229,5,0.75,1657,0.391818396784,0.571519417443,0.029680582557
1024,3724289,3637,5,0.75,1425,0.391806433874,0.571501967943,0.029698032057
512,1199617,2343,5,0.75,918,0.391805377721,0.571500427402,0.029699572598
512,2034689,3974,5,0.75,1557,0.391796678410,0.571487738296,0.029712261704
1024,4618241,4510,5,0.75,1767,0.391796008869,0.571486761682,0.029713238318
1024,2942977,2874,5,0.75,1126,0.391788448156,0.571475733372,0.029724266628
256,1614593,6307,5,0.75,2471,0.391786903441,0.571473480199,0.029726519801
512,1383937,2703,5,0.75,1059,0.391786903441,0.571473480199,0.029726519801
512,1191937,2328,5,0.75,912,0.391752577320,0.571423410971,0.029776589029
1024,8058881,7870,5,0.75,3083,0.391740787802,0.571406214386,0.029793785614
256,1734401,6775,5,0.75,2654,0.391734317343,0.571396776359,0.029803223641
256,2025217,7911,5,0.75,3099,0.391733029958,0.571394898536,0.029805101464
256,1546241,6040,5,0.75,2366,0.391721854305,0.571378597354,0.029821402646
512,1236481,2415,5,0.75,946,0.391718426501,0.571373597445,0.029826402555
512,1990657,3888,5,0.75,1523,0.391718106996,0.571373131404,0.029826868596
256,809729,3163,5,0.75,1239,0.391716724629,0.571371115037,0.029828884963
512,1210369,2364,5,0.75,926,0.391708967851,0.571359800742,0.029840199258
256,1377793,5382,5,0.75,2108,0.391675956893,0.571311649855,0.029888350145
256,1604609,6268,5,0.75,2455,0.391671984684,0.571305855858,0.029894144142
512,3870721,7560,5,0.75,2961,0.391666666667,0.571298098819,0.029901901181
256,956929,3738,5,0.75,1464,0.391653290530,0.571278587939,0.029921412061
512,2178049,4254,5,0.75,1666,0.391631405736,0.571246666046,0.029953333954
256,1124353,4392,5,0.75,1720,0.391621129326,0.571231676531,0.029968323469
512,2222593,4341,5,0.75,1700,0.391614835291,0.571222495842,0.029977504158
1024,3684353,3598,5,0.75,1409,0.391606448027,0.571210261897,0.029989738103
1024,6830081,6670,5,0.75,2612,0.391604197901,0.571206979789,0.029993020211
256,645889,2523,5,0.75,988,0.391597304796,0.571196925275,0.030003074725
1024,5969921,5830,5,0.75,2283,0.391595197256,0.571193851146,0.030006148854
1024,6574081,6420,5,0.75,2514,0.391588785047,0.571184498084,0.030015501916
1024,5426177,5299,5,0.75,2075,0.391583317607,0.571176523094,0.030023476906
512,1787393,3491,5,0.75,1367,0.391578344314,0.571169268882,0.030030731118
512,2200577,4298,5,0.75,1683,0.391577477897,0.571168005097,0.030031994903
256,1973761,7710,5,0.75,3019,0.391569390402,0.571156208407,0.030043791593
512,2101249,4104,5,0.75,1607,0.391569200780,0.571155931817,0.030044068183
512,3291137,6428,5,0.75,2517,0.391568139390,0.571154383639,0.030045616361
256,1402369,5478,5,0.75,2145,0.391566265060,0.571151649679,0.030048350321
256,1647617,6436,5,0.75,2520,0.391547545059,0.571124344059,0.030075655941
1024,5523457,5394,5,0.75,2112,0.391546162403,0.571122327270,0.030077672730
256,1186049,4633,5,0.75,1814,0.391538959637,0.571111821076,0.030088178924
512,1401857,2738,5,0.75,1072,0.391526661797,0.571093883034,0.030106116966
512,1628161,3180,5,0.75,1245,0.391509433962,0.571068753938,0.030131246062
256,1318913,5152,5,0.75,2017,0.391498447205,0.571052728287,0.030147271713
256,583937,2281,5,0.75,893,0.391494958352,0.571047639329,0.030152360671
512,2526721,4935,5,0.75,1932,0.391489361702,0.571039475868,0.030160524132
512,3543041,6920,5,0.75,2709,0.391473988439,0.571017051913,0.030182948087
1024,5948417,5809,5,0.75,2274,0.391461525219,0.570998872644,0.030201127356
1024,5032961,4915,5,0.75,1924,0.391454730417,0.570988961518,0.030211038482
512,1410049,2754,5,0.75,1078,0.391430646333,0.570953831667,0.030246168333
1024,3456001,3375,5,0.75,1321,0.391407407407,0.570919934593,0.030280065407
512,3116033,6086,5,0.75,2382,0.391390075583,0.570894653815,0.030305346185
256,1049857,4101,5,0.75,1605,0.391367959034,0.570862393877,0.030337606123
1024,2323457,2269,5,0.75,888,0.391361833407,0.570853458832,0.030346541168
1024,4165633,4068,5,0.75,1592,0.391347099312,0.570831967188,0.030368032812
512,1632769,3189,5,0.75,1248,0.391345249294,0.570829268691,0.030370731309
512,1747969,3414,5,0.75,1336,0.391329818395,0.570806760665,0.030393239335
256,1977601,7725,5,0.75,3023,0.391326860841,0.570802446678,0.030397553322
256,630017,2461,5,0.75,963,0.391304347826,0.570769608441,0.030430391559
256,759553,2967,5,0.75,1161,0.391304347826,0.570769608441,0.030430391559
512,1495553,2921,5,0.75,1143,0.391304347826,0.570769608441,0.030430391559
1024,6429697,6279,5,0.75,2457,0.391304347826,0.570769608441,0.030430391559
512,3819521,7460,5,0.75,2919,0.391286863271,0.570744104884,0.030455895116
256,1584641,6190,5,0.75,2422,0.391276252019,0.570728626958,0.030471373042
1024,7882753,7698,5,0.75,3012,0.391270459860,0.570720178320,0.030479821680
512,2307073,4506,5,0.75,1763,0.391256102974,0.570699236886,0.030500763114
256,760321,2970,5,0.75,1162,0.391245791246,0.570684195855,0.030515804145
1024,6326273,6178,5,0.75,2417,0.391226934283,0.570656690458,0.030543309542
256,1143809,4468,5,0.75,1748,0.391226499552,0.570656056346,0.030543943654
1024,3360769,3282,5,0.75,1284,0.391224862888,0.570653669053,0.030546330947
512,2574337,5028,5,0.75,1967,0.391209228321,0.570630863951,0.030569136049
512,2875393,5616,5,0.75,2197,0.391203703704,0.570622805558,0.030577194442
1024,4832257,4719,5,0.75,1846,0.391184573003,0.570594900878,0.030605099122
512,2274817,4443,5,0.75,1738,0.391177132568,0.570584048011,0.030615951989
512,2791937,5453,5,0.75,2133,0.391160828902,0.570560266938,0.030639733062
1024,5578753,5448,5,0.75,2131,0.391152716593,0.570548434054,0.030651565946
512,2090497,4083,5,0.75,1597,0.391133970120,0.570521089821,0.030678910179
1024,3414017,3334,5,0.75,1304,0.391121775645,0.570503302552,0.030696697448
256,1474049,5758,5,0.75,2252,0.391108023619,0.570483243387,0.030716756613
